network_ttl_avg,network_ttl_max,network_ttl_min,network_ttl_std_deviation,network_header-length_avg,network_header-length_max,network_header-length_min,network_header-length_std_deviation,network_fragmented-packets,network_fragmentation-score,network_ip-length_avg,network_ip-length_max,network_ip-length_min,network_ip-length_std_deviation,network_packet-size_avg,network_packet-size_max,network_packet-size_min,network_packet-size_std_deviation,network_ip-flags_avg,network_ip-flags_max,network_ip-flags_min,network_ip-flags_std_deviation,network_tcp-flags_avg,network_tcp-flags_max,network_tcp-flags_min,network_tcp-flags_std_deviation,network_tcp-flags-ack_count,network_tcp-flags-fin_count,network_tcp-flags-psh_count,network_tcp-flags-rst_count,network_tcp-flags-syn_count,network_tcp-flags-urg_count,network_window-size_avg,network_window-size_max,network_window-size_min,network_window-size_std_deviation,network_mss_avg,network_mss_max,network_mss_min,network_mss_std_deviation,network_payload-length_avg,network_payload-length_max,network_payload-length_min,network_payload-length_std_deviation,network_time-delta_avg,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_ips_src_count,network_ips_dst_count,network_ips_all_count,network_macs_src_count,network_macs_dst_count,network_macs_all_count,network_ports_src_count,network_ports_dst_count,network_ports_all_count,network_protocols_src_count,network_protocols_dst_count,network_protocols_all_count,network_packets_all_count,network_packets_src_count,network_packets_dst_count,network_interval-packets,log_messages_count,log_data-ranges_avg,log_data-ranges_max,log_data-ranges_min,log_data-ranges_std_deviation,log_data-types_count,timeDurationInSeconds,label,label2
53.5,64,43,14.8492424,20,20,20,0,0,0,76,76,76,0,76,76,76,0,32,64,0,36.95041723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630701752,5.109251762,0,2.40361035,2,2,2,0,0,0,2,2,2,2,2,2,4,1,1,0.613232911,4,0,0,0,0,0,10,benign,benign
62.58333333,64,61,1.380506103,20,20,20,0,0,0,129,680,52,157.3309997,129,680,52,157.3309997,61.44,64,0,12.8,18.96,24,0,5.563871554,24,2,11,0,0,0,253.2,501,0,224.5228273,0,0,0,0,73.92,628,0,154.7863904,0.051813433,0.632667769,0,0.138826221,2,2,2,0,0,0,2,2,2,3,3,3,25,13,13,19.30001161,25,0,0,0,0,0,10,benign,benign
62.5,64,61,2.121320344,20,20,20,0,0,0,50,60,40,14.14213562,50,60,40,14.14213562,42.66666667,64,0,36.95041723,7.333333333,20,0,11.01514109,1,0,0,1,1,0,21413.33333,64240,0,37088.98129,486.6666667,1460,0,842.931393,0,0,0,0,0.324903872,0.974653755,0,0.562699906,2,2,2,0,0,0,2,2,2,2,2,2,3,1,1,3.077834059,3,0,0,0,0,0,10,benign,benign
62.5,64,61,1.538967528,20,20,20,0,0,0,221.7,1620,52,402.2117929,221.7,1620,52,402.2117929,64,64,64,0,19.8,24,2,5.690250203,19,0,11,0,2,0,64409.2,65160,63616,425.7898666,146,1460,0,449.3785182,168.9,1568,0,402.5577304,0.008747079,0.044533371,0,0.015001484,2,2,2,0,0,0,2,2,2,2,2,2,20,10,10,114.3237494,20,0,0,0,0,0,10,benign,benign
62.875,64,61,1.075922254,20,20,20,0,0,0,113,680,52,130.5360187,113,680,52,130.5360187,59.07692308,64,0,17.39177524,18.23076923,24,0,6.598834396,24,2,11,0,0,0,243.4615385,501,0,225.5213038,0,0,0,0,56.30769231,628,0,126.2983038,0.174596743,2.173273527,0,0.527664089,2,2,2,0,0,0,2,2,2,3,3,3,26,13,13,5.727483779,26,0,0,0,0,0,10,benign,benign
63,64,62,1.023532631,20,20,20,0,0,0,206.2727273,1500,52,363.7471887,206.2727273,1500,52,363.7471887,64,64,64,0,19.45454545,24,2,5.526794238,21,0,11,0,2,0,64447.63636,65160,64128,338.1741655,132.7272727,1460,0,429.597617,153.5454545,1448,0,364.0610529,0.00794759,0.045409258,0,0.01461446,2,2,2,0,0,0,2,2,2,2,2,2,22,11,11,125.8242014,22,0,0,0,0,0,10,benign,benign
62.5,64,61,2.121320344,20,20,20,0,0,0,50,60,40,14.14213562,50,60,40,14.14213562,32,64,0,36.95041723,5.5,20,0,9.712534856,1,0,0,1,1,0,16060,64240,0,32120,365,1460,0,730,0,0,0,0,0.275904546,1.103562834,0,0.551772192,2,2,2,0,0,0,2,2,2,2,2,2,4,1,1,3.624442822,4,0,0,0,0,0,10,benign,benign
62.95454545,64,62,1.010515536,20,20,20,0,0,0,164.5909091,1620,52,289.5254592,164.5909091,1620,52,289.5254592,61.2173913,64,0,13.19581254,18.91304348,24,0,6.20331842,43,2,22,0,2,0,28141.6087,65160,0,32161.90006,63.47826087,1460,0,301.0294736,107.3478261,1568,0,284.0985132,0.149470468,3.018138144,0,0.544012724,2,2,2,0,0,0,3,3,3,3,3,3,46,23,23,6.690284744,46,0,0,0,0,0,10,benign,benign
62.95833333,64,62,1.009704683,20,20,20,0,0,0,153.4583333,1500,52,264.6029509,153.4583333,1500,52,264.6029509,64,64,64,0,19.625,24,2,4.711348906,47,2,23,0,2,0,29682.125,65160,63,32319.23588,60.83333333,1460,0,294.8337673,101.125,1448,0,264.7280921,0.038776377,1.017039431,0,0.152887085,2,2,2,0,0,0,3,3,3,2,2,2,48,25,25,25.78889994,48,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294738407,1.17884934,0,0.58940729,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,3.392839072,4,0,0,0,0,0,10,benign,benign
62.92307692,64,62,1.016782255,20,20,20,0,0,0,110.7692308,680,52,127.2818314,110.7692308,680,52,127.2818314,64,64,64,0,19.76923077,24,16,4.003075741,26,2,12,0,0,0,265.1538462,501,63,222.6753138,0,0,0,0,58.76923077,628,0,127.2818314,0.025615296,0.317150299,0,0.067022186,2,2,2,0,0,0,2,2,2,2,2,2,26,14,14,39.03918528,26,0,0,0,0,0,10,benign,benign
63,64,62,1.095445115,20,20,20,0,0,0,50,60,40,10.95445115,50,60,40,10.95445115,64,64,64,0,11,20,2,9.859006035,3,0,0,3,3,0,32120,64240,0,35185.69709,730,1460,0,799.674934,0,0,0,0,0.513637464,2.04058336,0,0.856138958,2,2,2,0,0,0,4,4,4,1,1,1,6,3,3,1.946898487,6,0,0,0,0,0,10,benign,benign
63,64,62,1.069044968,20,20,20,0,0,0,50,60,40,10.69044968,50,60,40,10.69044968,56.88888889,64,0,21.33333333,9.777777778,20,0,9.718253158,4,0,0,4,4,0,28551.11111,64240,0,33857.45281,648.8888889,1460,0,769.487564,0,0,0,0,0.742906338,3.562052269,0,1.171212097,2,2,2,0,0,0,5,5,5,2,2,2,9,4,4,1.346064667,9,0,0,0,0,0,10,benign,benign
63,64,62,1.025978352,20,20,20,0,0,0,221.7,1620,52,402.2117929,221.7,1620,52,402.2117929,64,64,64,0,19.8,24,2,5.690250203,19,0,11,0,2,0,64409.2,65160,63616,425.7898666,146,1460,0,449.3785182,168.9,1568,0,402.5577304,0.008956637,0.044999138,0,0.015445495,2,2,2,0,0,0,2,2,2,2,2,2,20,10,10,111.6492222,20,0,0,0,0,0,10,benign,benign
62.93478261,64,61,1.041413013,20,20,20,0,0,0,166.9130435,1620,40,289.0974327,166.9130435,1620,40,289.0974327,60.08163265,64,0,15.50246853,18.20408163,24,0,6.999939261,44,2,22,1,3,0,27729.67347,65160,0,32089.11128,89.3877551,1460,0,353.6500634,107.6326531,1568,0,281.381243,0.204669743,6.233319834,0,0.910938119,3,3,3,0,0,0,5,5,5,3,3,3,49,23,24,4.885920157,49,0,0,0,0,0,10,benign,benign
62.9375,64,62,1.014014697,20,20,20,0,0,0,102.625,680,40,122.3073205,102.625,680,40,122.3073205,64,64,64,0,18.125,24,2,6.379149503,29,2,12,3,3,0,6237.9375,64240,0,18955.14291,136.875,1460,0,432.3710884,51,628,0,122.0639705,0.244541711,5.035598908,0,0.911310512,2,2,2,0,0,0,6,6,6,2,2,2,32,17,17,4.089281912,32,0,0,0,0,0,10,benign,benign
63,64,62,1.023532631,20,20,20,0,0,0,206.2727273,1500,52,363.7471887,206.2727273,1500,52,363.7471887,58.66666667,64,0,18.06911048,17.83333333,24,0,7.619578139,21,0,11,0,2,0,59077,65160,0,18198.36068,121.6666667,1460,0,412.2015829,140.75,1448,0,350.5630564,0.298970675,5.64298345,0,1.171061336,2,2,2,0,0,0,2,2,2,3,3,3,24,11,11,3.344809604,24,0,0,0,0,0,10,benign,benign
1,1,1,,24,24,24,,0,0,36,36,36,,36,36,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774998484,1.232063969,0,0.674763996,1,1,2,0,0,0,0,0,0,2,2,2,3,1,1,1.290325068,3,0,0,0,0,0,10,benign,benign
62.91891892,64,62,1.010455848,20,20,20,0,0,0,175.9459459,1620,52,313.627251,175.9459459,1620,52,313.627251,64,64,64,0,19.62162162,24,2,4.912293826,36,2,18,0,2,0,22823.40541,65160,63,31077.22116,78.91891892,1460,0,334.6954153,123.5135135,1568,0,313.7968753,0.074602807,2.018017662,0,0.333261017,2,2,2,0,0,0,3,3,3,2,2,2,37,20,20,13.40432081,37,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924804458,1.849608915,0,1.307871006,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1.081309677,2,0,0,0,0,0,10,benign,benign
62.94444444,64,62,1.012618796,20,20,20,0,0,0,194.7222222,1620,52,328.0132063,194.7222222,1620,52,328.0132063,64,64,64,0,19.5,24,2,4.925154095,35,2,17,0,2,0,25223.05556,65160,63,31735.97168,81.11111111,1460,0,339.1735989,142.2777778,1568,0,328.2061731,0.050207966,1.018800266,0,0.175700653,2,2,2,0,0,0,3,3,3,2,2,2,36,19,19,19.9171582,36,0,0,0,0,0,10,benign,benign
62.90909091,64,62,1.019294383,20,20,20,0,0,0,174.9090909,1376,52,301.0563796,174.9090909,1376,52,301.0563796,64,64,64,0,19.72727273,24,16,4.002163917,22,2,10,0,0,0,263.3181818,501,63,222.0886538,0,0,0,0,122.9090909,1324,0,301.0563796,0.030678082,0.317477951,0,0.071953443,2,2,2,0,0,0,2,2,2,2,2,2,22,12,12,32.59656706,22,0,0,0,0,0,10,benign,benign
63,64,62,1.069044968,20,20,20,0,0,0,50,60,40,10.69044968,50,60,40,10.69044968,51.2,64,0,26.98476937,8.8,20,0,9.670114328,4,0,0,4,4,0,25696,64240,0,33173.39335,584,1460,0,753.9407581,0,0,0,0,0.527837095,2.0412446,0,0.708624147,2,2,2,0,0,0,5,5,5,2,2,2,10,4,4,1.894523949,10,0,0,0,0,0,10,benign,benign
62.95833333,64,61,1.082636342,20,20,20,0,0,0,193.25,1500,40,350.3739927,193.25,1500,40,350.3739927,59.07692308,64,0,17.39177524,17.30769231,24,0,7.958739753,22,0,11,1,3,0,57003.38462,65160,0,20997.23717,168.4615385,1460,0,475.6863867,129.9230769,1448,0,338.4166572,0.140605107,1.983717675,0,0.47636513,3,3,3,0,0,0,4,4,4,3,3,3,26,12,12,7.112117029,26,0,0,0,0,0,10,benign,benign
62.95652174,64,62,1.010093983,20,20,20,0,0,0,159.6956522,1500,52,270.0290412,159.6956522,1500,52,270.0290412,61.33333333,64,0,12.92421994,18.79166667,24,0,6.098337176,45,2,22,0,2,0,29670.375,65160,0,32330.16877,60.83333333,1460,0,294.8337673,102.875,1448,0,265.241971,0.059547775,1.262549442,0,0.202121937,2,2,2,0,0,0,3,3,3,3,3,3,48,24,24,16.79323955,48,0,0,0,0,0,10,benign,benign
60.2173913,64,1,12.94729358,20.17391304,24,20,0.834057656,0,0,137.5652174,680,36,177.9672662,137.5652174,680,36,177.9672662,58.66666667,64,0,18.06911048,18.08333333,24,0,6.756102984,22,2,10,0,0,0,240.25,501,0,225.7698424,0,0,0,0,82.66666667,628,0,174.5699478,0.384144245,5.223592413,0,1.233796981,3,3,4,0,0,0,2,2,2,4,4,4,24,12,12,2.603188799,24,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729454444,1.458908887,0,1.031604367,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1.370887391,2,0,0,0,0,0,10,benign,benign
62.90909091,64,62,1.019294383,20,20,20,0,0,0,122.9090909,680,52,139.091922,122.9090909,680,52,139.091922,64,64,64,0,19.72727273,24,16,4.002163917,22,2,10,0,0,0,262.0909091,501,63,223.2254698,0,0,0,0,70.90909091,628,0,139.091922,0.030191981,0.317275396,0,0.072257564,2,2,2,0,0,0,2,2,2,2,2,2,22,12,12,33.12138495,22,0,0,0,0,0,10,benign,benign
63,64,62,1.025978352,20,20,20,0,0,0,221.7,1620,52,402.2117929,221.7,1620,52,402.2117929,58.18181818,64,0,18.83167636,18,24,0,7.952238379,19,0,11,0,2,0,58553.81818,65160,0,18956.40841,132.7272727,1460,0,429.597617,153.5454545,1568,0,386.1204756,0.279653328,4.260803499,0,0.960400773,2,2,2,0,0,0,2,2,2,3,3,3,22,10,10,3.575855833,22,0,0,0,0,0,10,benign,benign
62.72727273,64,62,1.009049958,20,20,20,0,0,0,197.8181818,1384,52,397.0143116,197.8181818,1384,52,397.0143116,64,64,64,0,19.09090909,24,16,3.910359202,11,2,4,0,0,0,225.2727273,501,63,218.6111118,0,0,0,0,145.8181818,1332,0,397.0143116,0.007459855,0.056609101,0,0.016755432,2,2,2,0,0,0,2,2,2,2,2,2,11,7,7,134.0508225,11,0,0,0,0,0,10,benign,benign
62.83333333,64,61,1.329160136,20,20,20,0,0,0,50,60,40,10.95445115,50,60,40,10.95445115,34.90909091,64,0,33.42290994,6,20,0,9.033271833,3,0,0,3,3,0,17520,64240,0,30006.4633,398.1818182,1460,0,681.9650751,0,0,0,0,0.389381356,2.042941095,0,0.67562497,3,3,3,0,0,0,4,4,4,2,2,2,11,3,3,2.568176315,11,0,0,0,0,0,10,benign,benign
62.91666667,64,62,1.017954755,20,20,20,0,0,0,111.6666667,680,52,130.1980654,111.6666667,680,52,130.1980654,64,64,64,0,19.75,24,16,4.002716469,24,2,11,0,0,0,263.75,501,63,222.9320914,0,0,0,0,59.66666667,628,0,130.1980654,0.027302896,0.318912642,0,0.069667384,2,2,2,0,0,0,2,2,2,2,2,2,24,13,13,36.62615799,24,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284928172,1.139580074,0,0.569767935,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,3.509656084,4,0,0,0,0,0,10,benign,benign
62.91666667,64,62,1.017954755,20,20,20,0,0,0,111.6666667,680,52,130.1980654,111.6666667,680,52,130.1980654,64,64,64,0,19.75,24,16,4.002716469,24,2,11,0,0,0,263.75,501,63,222.9320914,0,0,0,0,59.66666667,628,0,130.1980654,0.027520846,0.318225084,0,0.069647506,2,2,2,0,0,0,2,2,2,2,2,2,24,13,13,36.33610628,24,0,0,0,0,0,10,benign,benign
35.66666667,64,1,31.97394773,21.33333333,24,20,2.309401077,0,0,62.66666667,76,36,23.09401077,62.66666667,76,36,23.09401077,42.66666667,64,0,36.95041723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919861939,2.712358494,0,1.552527143,3,3,4,0,0,0,2,2,2,2,2,2,3,1,1,1.087119552,3,0,0,0,0,0,10,benign,benign
62.91666667,64,62,1.017954755,20,20,20,0,0,0,111.6666667,680,52,130.1980654,111.6666667,680,52,130.1980654,59.07692308,64,0,17.39177524,18.23076923,24,0,6.598834396,24,2,11,0,0,0,243.4615385,501,0,225.5213038,0,0,0,0,55.07692308,628,0,125.9297973,0.083027894,1.50824751,0,0.297869273,2,2,2,0,0,0,2,2,2,3,3,3,26,13,13,12.04414497,26,0,0,0,0,0,10,benign,benign
63,64,62,1.414213562,20,20,20,0,0,0,50,60,40,14.14213562,50,60,40,14.14213562,64,64,64,0,11,20,2,12.72792206,1,0,0,1,1,0,32120,64240,0,45424.53962,730,1460,0,1032.375901,0,0,0,0,2.92E-05,5.84E-05,0,4.13E-05,2,2,2,0,0,0,2,2,2,1,1,1,2,1,1,34239.21633,2,0,0,0,0,0,10,benign,benign
63,64,62,1.023532631,20,20,20,0,0,0,206.2727273,1500,52,363.7471887,206.2727273,1500,52,363.7471887,58.66666667,64,0,18.06911048,17.83333333,24,0,7.619578139,21,0,11,0,2,0,59077,65160,0,18198.36068,121.6666667,1460,0,412.2015829,140.75,1448,0,350.5630564,0.272048481,5.232778457,0,1.080876192,2,2,2,0,0,0,2,2,2,3,3,3,24,11,11,3.675815384,24,0,0,0,0,0,10,benign,benign
62.95238095,64,62,1.010973473,20,20,20,0,0,0,177.952381,1620,52,300.6591906,177.952381,1620,52,300.6591906,62.51162791,64,0,9.759908501,19.30232558,24,0,5.633804786,41,2,21,0,2,0,30091.86047,65160,0,32381.48366,67.90697674,1460,0,311.1006432,122.6511628,1568,0,297.8307192,0.066660752,2.016504654,0,0.308914385,2,2,2,0,0,0,3,3,3,3,3,3,43,22,22,15.00133058,43,0,0,0,0,0,10,benign,benign
,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66536512,1.33073024,0,0.940968377,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1.502933985,2,0,0,0,0,0,10,benign,benign
62.95652174,64,62,1.010093983,20,20,20,0,0,0,174.6521739,1620,52,305.2211743,174.6521739,1620,52,305.2211743,64,64,64,0,19.7826087,24,2,4.751201221,45,2,23,0,2,0,28153.86957,65160,63,32151.01727,63.47826087,1460,0,301.0294736,122.3043478,1568,0,305.3591597,0.171136357,7.027369073,0,1.034648196,2,2,2,0,0,0,3,3,3,2,2,2,46,24,24,5.843293668,46,0,0,0,0,0,10,benign,benign
54.5,64,45,13.43502884,20,20,20,0,0,0,76,76,76,0,76,76,76,0,32,64,0,36.95041723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488892109,1.7632109,0,0.851564399,2,2,2,0,0,0,2,2,2,2,2,2,4,1,1,2.045440952,4,0,0,0,0,0,10,benign,benign
63.27586207,64,62,0.969592127,20,20,20,0,0,0,217.4655172,2041,40,424.1989444,217.4655172,2041,40,424.1989444,62.91525424,64,0,8.332090303,18.50847458,24,0,6.849044437,52,4,29,4,4,0,57578.15254,74752,0,23244,98.98305085,1460,0,370.1895829,162.9322034,1989,0,420.9538374,0.137428052,4.885729015,0,0.741324213,2,2,2,0,0,0,4,4,4,4,4,4,59,37,37,7.276534707,59,0,0,0,0,0,10,attack_c2,attack
63.26315789,64,62,0.973328527,20,20,20,0,0,0,221,2042,40,458.7869098,221,2042,40,458.7869098,64,64,64,0,19.01754386,24,2,6.520547819,51,4,30,4,4,0,58614.85965,74752,0,22429.97749,102.4561404,1460,0,376.2611209,169.2807018,1990,0,458.665368,0.08929947,4.927444248,0,0.652322535,2,2,2,0,0,0,4,4,4,2,2,2,57,36,36,11.19827427,57,0,0,0,0,0,10,attack_c2,attack
63.32142857,64,62,0.955503539,20,20,20,0,0,0,222.8035714,2041,40,430.8995842,222.8035714,2041,40,430.8995842,64,64,64,0,18.78571429,24,2,6.519102799,50,4,28,4,4,0,58102.69643,74752,0,22404.57301,104.2857143,1460,0,379.4103422,171.0892857,1989,0,430.7666011,0.091706108,4.883493297,0,0.652066366,2,2,2,0,0,0,4,4,4,3,3,3,56,37,37,10.90439936,56,0,0,0,0,0,10,attack_c2,attack
63.24590164,64,62,0.977338865,20,20,20,0,0,0,209.9508197,1535,40,382.1246056,209.9508197,1535,40,382.1246056,64,64,64,0,18.81967213,24,2,6.344310303,55,4,30,4,4,0,59060.31148,74752,0,21703.76356,95.73770492,1460,0,364.4011481,158.2131148,1483,0,381.9961219,0.083447862,4.929608569,0,0.630877976,2,2,2,0,0,0,4,4,4,3,3,3,61,38,38,11.98353039,61,0,0,0,0,0,10,attack_c2,attack
63.28571429,64,62,0.966987557,20,20,20,0,0,0,223.3392857,2042,40,462.5623212,223.3392857,2042,40,462.5623212,61.79310345,64,0,11.77979034,18.27586207,24,0,7.312073897,50,4,29,4,4,0,56262.46552,74752,0,24557.18236,100.6896552,1460,0,373.1885468,165.7068966,1990,0,455.3497599,0.106255353,4.906812611,0,0.655481214,2,2,2,0,0,0,4,4,4,3,3,3,58,36,36,9.411290416,58,0,0,0,0,0,10,attack_c2,attack
63.24590164,64,62,0.977338865,20,20,20,0,0,0,210.5737705,2042,40,414.710962,210.5737705,2042,40,414.710962,64,64,64,0,18.95081967,24,2,6.367695108,55,4,31,4,4,0,59041.42623,74752,0,21692.98498,95.73770492,1460,0,364.4011481,158.6393443,1990,0,414.6658507,0.083422039,4.885098201,0,0.625106184,2,2,2,0,0,0,4,4,4,3,3,3,61,38,38,11.98723991,61,0,0,0,0,0,10,attack_c2,attack
63.25862069,64,61,1.001058121,20,20,20,0,0,0,217.3965517,2041,40,455.4038092,217.3965517,2041,40,455.4038092,62.91525424,64,0,8.332090303,18.33898305,24,0,7.169403788,51,4,29,5,5,0,56397.67797,74752,0,24366.70606,123.7288136,1460,0,410.1046893,162.9322034,1989,0,451.8300285,0.138375204,4.886395025,0,0.742178076,3,3,3,0,0,0,6,6,6,3,3,3,59,37,36,7.226728201,59,0,0,0,0,0,10,attack_c2,attack
63.29411765,64,62,0.961441495,20,20,20,0,0,0,221.2117647,2042,40,438.1690284,221.2117647,2042,40,438.1690284,61.81818182,64,0,11.68016833,18.20454545,24,0,7.241577098,76,6,43,6,6,0,57540.17045,74752,0,23260.30139,99.54545455,1460,0,370.1130896,163.7159091,1990,0,431.5330317,0.114764686,4.889282534,0,0.633417345,2,2,2,0,0,0,5,5,5,4,4,4,88,55,55,8.713481853,88,0,0,0,0,0,10,attack_c2,attack
63.33333333,64,62,0.951661903,20,20,20,0,0,0,229.0740741,2042,40,470.2444508,229.0740741,2042,40,470.2444508,64,64,64,0,18.88888889,24,2,6.618061811,48,4,28,4,4,0,57775.24074,74752,0,22755.56641,108.1481481,1460,0,385.9517717,177.3703704,1990,0,470.1139684,0.095079377,4.886062924,0,0.664370355,2,2,2,0,0,0,4,4,4,2,2,2,54,36,36,10.5175278,54,0,0,0,0,0,10,attack_c2,attack
63.22580645,64,62,0.982124743,20,20,20,0,0,0,207.4032258,1535,40,379.5100145,207.4032258,1535,40,379.5100145,64,64,64,0,18.77419355,24,2,6.302274778,56,4,30,4,4,0,59263.85484,74752,0,21584.71266,94.19354839,1460,0,361.6063814,155.6612903,1483,0,379.3845293,0.082087185,4.928545377,0,0.625638342,2,2,2,0,0,0,4,4,4,3,3,3,62,38,38,12.18216989,62,0,0,0,0,0,10,attack_c2,attack
89.40707965,123,62,29.52983877,20,20,20,0,0,0,108.3628319,2041,40,239.1873168,108.3628319,2041,40,239.1873168,61.81196581,64,0,11.67958108,20.4957265,24,0,5.974982227,110,2,78,2,2,0,13865.32479,74752,0,26817.20678,24.95726496,1460,0,190.0618045,63.01709402,1989,0,233.9766781,0.07919071,1.235191683,0,0.206822584,3,3,3,0,0,0,5,6,6,4,4,4,117,54,59,12.62774373,117,0,0,0,0,0,10,attack_c2,attack
75.32,123,62,24.09626951,20,20,20,0,0,0,156,2041,40,355.3539196,156,2041,40,355.3539196,64,64,64,0,19.64,24,2,5.634297305,47,2,27,2,2,0,30717.52,74752,0,33385.90864,58.4,1460,0,289.005049,108.48,1989,0,354.3128008,0.035010733,0.846712084,0,0.126472857,3,3,3,0,0,0,6,6,6,3,3,3,50,28,22,28.56267302,50,0,0,0,0,0,10,attack_c2,attack
62.24193548,64,1,7.964440404,20.06451613,24,20,0.508000508,0,0,206.516129,1535,36,379.7418339,206.516129,1535,36,379.7418339,62.96774194,64,0,8.128008128,18.38709677,24,0,6.70051341,55,4,29,4,4,0,58115.98387,74752,0,22796.66352,94.19354839,1460,0,361.6063814,155.0322581,1483,0,379.5044641,0.082828651,2.606058172,0,0.435733638,3,3,4,0,0,0,4,4,4,4,4,4,62,38,38,12.07311741,62,0,0,0,0,0,10,attack_c2,attack
63.30909091,64,62,0.959797959,20,20,20,0,0,0,226.5272727,2042,40,466.279397,226.5272727,2042,40,466.279397,61.75438596,64,0,11.88077785,18.31578947,24,0,7.370689769,49,4,29,4,4,0,55991.98246,74752,0,24688.15367,102.4561404,1460,0,376.2611209,168.6842105,1990,0,458.9009836,0.091664528,3.231479479,0,0.479290053,2,2,2,0,0,0,4,4,4,3,3,3,57,36,36,10.90934548,57,0,0,0,0,0,10,attack_c2,attack
63.26666667,64,62,0.971922203,20,20,20,0,0,0,211.95,2040,40,418.0044775,211.95,2040,40,418.0044775,64,64,64,0,18.6,24,2,6.333125182,54,4,28,4,4,0,54382.71667,74752,0,26136.05955,97.33333333,1460,0,367.2613565,160.2166667,1988,0,417.8837358,0.10290996,4.927721708,0,0.643816387,2,2,2,0,0,0,5,5,5,3,3,3,60,38,38,9.717232578,60,0,0,0,0,0,10,attack_c2,attack
63.23809524,64,62,0.979043076,20,20,20,0,0,0,206.5396825,2041,40,408.5690934,206.5396825,2041,40,408.5690934,64,64,64,0,18.98412698,24,2,6.307936791,57,4,32,4,4,0,51795.20635,74752,0,28018.81215,92.6984127,1460,0,358.8746135,154.7936508,1989,0,408.4549629,0.081473586,3.731524364,0,0.488708116,2,2,2,0,0,0,5,5,5,3,3,3,63,39,39,12.27391673,63,0,0,0,0,0,10,attack_c2,attack
63.28571429,64,62,0.966987557,20,20,20,0,0,0,233.2678571,2042,40,464.5749373,233.2678571,2042,40,464.5749373,62.87719298,64,0,8.477007085,18.59649123,24,0,6.95356961,50,4,29,4,4,0,57195.63158,74752,0,23556.07217,102.4561404,1460,0,376.2611209,178.1578947,1990,0,460.9873638,0.112601148,4.929051141,0,0.671149161,2,2,2,0,0,0,4,4,4,3,3,3,57,36,36,8.880904256,57,0,0,0,0,0,10,attack_c2,attack
63.265625,64,61,0.99589933,20,20,20,0,0,0,201.75,2042,40,406.6032347,201.75,2042,40,406.6032347,62.06060606,64,0,11.05493804,17.84848485,24,0,7.162385559,57,4,29,5,5,0,51383.63636,74752,0,28193.55781,110.6060606,1460,0,389.2907902,145.6969697,1990,0,400.9325272,0.095209121,4.310096461,0,0.53859902,3,4,4,0,0,0,8,8,9,4,4,4,66,41,39,10.5031953,66,0,0,0,0,0,10,attack_c2,attack
63.26666667,64,62,0.971922203,20,20,20,0,0,0,214.2333333,2042,40,448.0189299,214.2333333,2042,40,448.0189299,62.95081967,64,0,8.194360316,18.81967213,24,0,6.830100528,54,4,32,4,4,0,50073.08197,74752,0,28921.58435,95.73770492,1460,0,364.4011481,159.8360656,1990,0,444.6437218,0.144260121,3.679821929,0,0.673035362,2,2,2,0,0,0,5,5,5,3,3,3,61,38,38,6.931922828,61,0,0,0,0,0,10,attack_c2,attack
63.22580645,64,62,0.982124743,20,20,20,0,0,0,207.3870968,2042,40,442.0758541,207.3870968,2042,40,442.0758541,62.98412698,64,0,8.063242091,18.47619048,24,0,6.683772218,56,4,30,4,4,0,54090.96825,74752,0,26615.60492,92.6984127,1460,0,358.8746135,153.1746032,1990,0,438.8277471,0.149748118,4.343981453,0,0.717125524,2,2,2,0,0,0,5,5,5,3,3,3,63,38,38,6.677880119,63,0,0,0,0,0,10,attack_c2,attack
